SampleID,ratio_in_reads,ratio_raw,ichorCNA,spike_in_ratio,spike_in_label
K0103_spike_in__0001_from_ZMG059S_label_Gastric_replicate_0,0.0004880670487252231,0.0002544729085051883,0.0141,0.001,PAN_CANCER
KZAZ52_spike_in__005_from_ZNC03S_label_CRC_replicate_1,0.0004449380822172527,0.0002092079605190231,0.03936,0.05,PAN_CANCER
K0043_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,0.0005035310142074638,0.0002597532185066384,0.02643,0.05,PAN_CANCER
K2071_spike_in__005_from_pool_CRC_label_CRC_replicate_0,0.0004181942544459644,0.0002177828184530509,0.0276,0.05,PAN_CANCER
K1AB28_spike_in__08_from_pool_CRC_label_CRC_replicate_0,0.000702572871418222,0.0003598040081803905,0.09109,0.8,PAN_CANCER
K0793_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_2,0.0003949553431174544,0.0002044533660458719,0.02591,0.001,PAN_CANCER
K0805_spike_in__005_from_ZMH053S_label_Liver_replicate_0,0.000422078258489868,0.0002138495120139421,0.02373,0.05,PAN_CANCER
K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_0,0.0005332502893084663,0.0002681417102839982,0.02661,0.5,PAN_CANCER
LBGS087_spike_in__0005_from_pool_Lung_label_Lung_replicate_2,0.000417333390995978,0.0002164354906357073,0.03786,0.005,PAN_CANCER
K2AC24_spike_in__08_from_pool_Liver_label_Liver_replicate_0,0.0004310254083384026,0.0002170757717211095,0.2044,0.8,PAN_CANCER
K0009_spike_in__01_from_ZMG046S_label_Gastric_replicate_0,0.0004344699466650686,0.0002251038017844592,0.02539,0.1,PAN_CANCER
K2070_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,0.0004686035613870666,0.0002389898694849769,0.01897,0.001,PAN_CANCER
K0AAAE18_spike_in__0005_from_ZMH051S_label_Liver_replicate_2,0.0004472090923249681,0.0002263248719759434,0.02058,0.005,PAN_CANCER
K4AC10_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2,0.0006748399063160516,0.0003403046221957908,0.08073,0.01,PAN_CANCER
K0009_spike_in__005_from_ZMG063S_label_Gastric_replicate_2,0.0004333887947361462,0.0002242621428976339,0.02533,0.05,PAN_CANCER
K2AC24_spike_in__05_from_ZNL07S_label_Lung_replicate_2,0.0005301805264692628,0.0002668790685157997,0.277,0.5,PAN_CANCER
K0AAAB33_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,0.0004862841274784595,0.0002546132731818676,0.02583,0.001,PAN_CANCER
K0AQ69_spike_in__05_from_ZNL09S_label_Lung_replicate_1,0.0005710240042286643,0.0003026037210034585,0.1179,0.5,PAN_CANCER
K2031_spike_in__0001_from_ZNL09S_label_Lung_replicate_2,0.0005178760751323101,0.0002651252090622742,0.02577,0.001,PAN_CANCER
K0CAAA16_spike_in__0005_from_ZNC05S_label_CRC_replicate_0,0.0004414980501463399,0.0002248792815136313,0.01865,0.005,PAN_CANCER
K0103_spike_in__05_from_ZMG046S_label_Gastric_replicate_0,0.0004965509837077596,0.0002601592697058091,0.04339,0.5,PAN_CANCER
K0AAAB33_spike_in__001_from_ZNC05S_label_CRC_replicate_0,0.0004859092796346274,0.0002543604651162791,0.02817,0.01,PAN_CANCER
LBGS087_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_0,0.0004168182770047854,0.00021613698773083,0.04069,0.001,PAN_CANCER
K2071_spike_in__001_from_ZNC03S_label_CRC_replicate_0,0.0004152236228782183,0.0002162255418063659,0.02708,0.01,PAN_CANCER
K0GAAA73_spike_in__01_from_ZNB05S_label_Breast_replicate_2,0.0004513027092757878,0.0002278693748020688,0.02242,0.1,PAN_CANCER
K0805_spike_in__001_from_ZMH053S_label_Liver_replicate_2,0.0004218918522059724,0.000213759987131092,0.02365,0.01,PAN_CANCER
K0033_spike_in__005_from_ZMG051S_label_Gastric_replicate_0,0.0004738327720084112,0.0002423738260734599,0.02054,0.05,PAN_CANCER
K1AD22_spike_in__0001_from_ZNL15S_label_Lung_replicate_2,0.0004751366831554283,0.0002332249494040304,0.03037,0.001,PAN_CANCER
K2070_spike_in__0001_from_pool_Liver_label_Liver_replicate_0,0.0004686035613870666,0.0002389724186000199,0.01921,0.001,PAN_CANCER
K1936_spike_in__005_from_ZNL15S_label_Lung_replicate_1,0.0004185405423955288,0.0002188998120437836,0.04175,0.05,PAN_CANCER
K0AAAE18_spike_in__01_from_ZMH053S_label_Liver_replicate_1,0.0004454080980709123,0.0002255953081106958,0.02991,0.1,PAN_CANCER
KAAB22_spike_in__001_from_ZMH051S_label_Liver_replicate_1,0.0004305791135298722,0.0002171685716745481,0.02261,0.01,PAN_CANCER
K0CAAA80_spike_in__0005_from_ZNL14S_label_Lung_replicate_1,0.0005062015224813843,0.0002415861159349039,0.0295,0.005,PAN_CANCER
KABT41_spike_in__05_from_pool_CRC_label_CRC_replicate_2,0.0005606433578104139,0.0002700552105896813,0.06899,0.5,PAN_CANCER
CRCC5_spike_in__001_from_ZMG063S_label_Gastric_replicate_0,0.000456124657004396,0.000233639266253882,0.01727,0.01,PAN_CANCER
K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_2,0.0005361889164611531,0.0002700558482448398,0.03508,0.5,PAN_CANCER
K2070_spike_in__01_from_ZMH048S_label_Liver_replicate_2,0.0004704198987617176,0.0002401062470143038,0.08153,0.1,PAN_CANCER
KAAK49_spike_in__0005_from_pool_Lung_label_Lung_replicate_0,0.0004606136944376272,0.0002418662695100917,0.01841,0.005,PAN_CANCER
K0793_spike_in__05_from_ZMH048S_label_Liver_replicate_1,0.0004198713243949116,0.0002195342629846696,0.255,0.5,PAN_CANCER
K0033_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_0,0.000474573588285977,0.0002427936825789321,0.02092,0.001,PAN_CANCER
K4AA93_spike_in__0005_from_ZNB32S_label_Breast_replicate_0,0.0004699616929832757,0.0002439178147291445,0.01877,0.005,PAN_CANCER
K0106_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,0.0004074775872958948,0.0002127434847682866,0.03358,0.05,PAN_CANCER
K1586_spike_in__0001_from_pool_Lung_label_Lung_replicate_1,0.0004162910429071122,0.0002176460249575253,0.01723,0.001,PAN_CANCER
K0009_spike_in__001_from_ZMG059S_label_Gastric_replicate_0,0.0004312181275428276,0.0002231165879437269,0.02567,0.01,PAN_CANCER
K0103_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,0.0004890935820918774,0.000255128390742924,0.01472,0.05,PAN_CANCER
K0CAAA16_spike_in__01_from_ZNC03S_label_CRC_replicate_2,0.0004509283098402689,0.0002297667783343418,0.05,0.1,PAN_CANCER
KAAG58_spike_in__005_from_pool_Liver_label_Liver_replicate_2,0.0004397185173319765,0.000227488444297931,0.03202,0.05,PAN_CANCER
K0009_spike_in__0001_from_ZMG059S_label_Gastric_replicate_2,0.0004305248304334903,0.0002227510034041699,0.02601,0.001,PAN_CANCER
KZAU93_spike_in__005_from_ZNC05S_label_CRC_replicate_1,0.000500077672955391,0.0002377479618555758,0.03372,0.05,PAN_CANCER
K4AA93_spike_in__05_from_pool_Breast_label_Breast_replicate_1,0.0004955090845761139,0.0002586208601455975,0.07261,0.5,PAN_CANCER
K0AAAE20_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_1,0.0005063313497115824,0.0002563353581839534,0.04092,0.001,PAN_CANCER
KAAG58_spike_in__0005_from_ZMH050S_label_Liver_replicate_2,0.0004403769752955607,0.0002277388344823484,0.02072,0.005,PAN_CANCER
K0006_spike_in__001_from_ZMG046S_label_Gastric_replicate_0,0.0004636775345058658,0.0002377695264152173,0.02865,0.01,PAN_CANCER
K0CAAA80_spike_in__001_from_ZNL09S_label_Lung_replicate_2,0.0005069374612948267,0.0002419454101423727,0.02962,0.01,PAN_CANCER
K2070_spike_in__08_from_pool_Liver_label_Liver_replicate_2,0.0004770992366412214,0.0002496915574878092,0.1976,0.8,PAN_CANCER
K1AD22_spike_in__001_from_ZNL15S_label_Lung_replicate_2,0.0004756598316762565,0.0002335512435273093,0.03385,0.01,PAN_CANCER
K0103_spike_in__0001_from_ZMG059S_label_Gastric_replicate_2,0.0004880670487252231,0.0002544729085051883,0.01412,0.001,PAN_CANCER
K1AB28_spike_in__001_from_ZNC04S_label_CRC_replicate_0,0.0004731867075519853,0.000236700016587639,0.03628,0.01,PAN_CANCER
K2071_spike_in__0001_from_ZNC03S_label_CRC_replicate_1,0.0004144393979814881,0.0002158239242678138,0.02768,0.001,PAN_CANCER
K2070_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,0.0004686035613870666,0.0002389724186000199,0.01921,0.005,PAN_CANCER
CRCC5_spike_in__001_from_ZMG059S_label_Gastric_replicate_0,0.0004565086769728964,0.0002337941244055808,0.01749,0.01,PAN_CANCER
K0CAAA80_spike_in__0001_from_pool_Lung_label_Lung_replicate_2,0.0005063871823099122,0.0002416283956191767,0.02986,0.001,PAN_CANCER
K0793_spike_in__01_from_ZMH051S_label_Liver_replicate_2,0.0003940166267917108,0.0002042045283120687,0.05939,0.1,PAN_CANCER
K0AAAE18_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,0.0004473015227264131,0.0002263564342075057,0.01864,0.005,PAN_CANCER
K1936_spike_in__001_from_pool_Liver_label_Liver_replicate_0,0.0004158485117677069,0.0002174544501842496,0.02915,0.01,PAN_CANCER
K0805_spike_in__08_from_pool_Liver_label_Liver_replicate_1,0.0004308034556488563,0.0002228922518478687,0.2034,0.8,PAN_CANCER
K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_1,0.0004162910429071122,0.0002176460249575253,0.01837,0.001,PAN_CANCER
K0AAAB33_spike_in__05_from_pool_CRC_label_CRC_replicate_2,0.0005533313803990496,0.0002905535900459759,0.06728,0.5,PAN_CANCER
K0805_spike_in__0005_from_ZMH053S_label_Liver_replicate_2,0.0004220205562487442,0.0002138260678113324,0.02419,0.005,PAN_CANCER
K2474_spike_in__001_from_ZMH051S_label_Liver_replicate_0,0.0004506653291818984,0.0002318249989354975,0.04056,0.01,PAN_CANCER
K1586_spike_in__0005_from_ZMH056S_label_Liver_replicate_2,0.0004164528856516157,0.00021776014869196,0.01916,0.005,PAN_CANCER
K0064_spike_in__001_from_ZMG048S_label_Gastric_replicate_0,0.0004407030206108557,0.0002279976485828902,0.03161,0.01,PAN_CANCER
KAAG58_spike_in__005_from_ZMH053S_label_Liver_replicate_1,0.0004399781425144201,0.0002275656349071055,0.02805,0.05,PAN_CANCER
K0CAAA80_spike_in__05_from_ZNL07S_label_Lung_replicate_0,0.000584202676564063,0.0002837825946675271,0.2733,0.5,PAN_CANCER
K0064_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,0.0004403634112821159,0.0002278361804940205,0.03809,0.05,PAN_CANCER
K0805_spike_in__005_from_pool_Liver_label_Liver_replicate_1,0.0004212178125221603,0.0002134755845783633,0.03247,0.05,PAN_CANCER
K0AAAE20_spike_in__005_from_ZNB06SR3_label_Breast_replicate_1,0.0005041972976183922,0.0002553423789104805,0.06358,0.05,PAN_CANCER
K1AB28_spike_in__01_from_ZNC03S_label_CRC_replicate_0,0.0004790869302206802,0.0002396200797924582,0.05742,0.1,PAN_CANCER
KZAZ52_spike_in__05_from_ZNC04S_label_CRC_replicate_1,0.0005644232982886961,0.0002687403949515536,0.09931,0.5,PAN_CANCER
KAAG58_spike_in__0001_from_ZMH050S_label_Liver_replicate_0,0.0004405508540696969,0.0002278240863856768,0.02082,0.001,PAN_CANCER
LBGS087_spike_in__001_from_ZNL08S_label_Lung_replicate_1,0.0004170473114424743,0.0002162417083119874,0.04578,0.01,PAN_CANCER
K0AC37_spike_in__01_from_pool_Lung_label_Lung_replicate_0,0.0004667542986309022,0.000237398488641305,0.05498,0.1,PAN_CANCER
K0AAAB33_spike_in__001_from_ZNC04S_label_CRC_replicate_2,0.0004871771600456385,0.0002551124327847482,0.02643,0.01,PAN_CANCER
KABT41_spike_in__05_from_ZNC05S_label_CRC_replicate_0,0.000516888358211035,0.0002490952721213705,0.04451,0.5,PAN_CANCER
K2031_spike_in__001_from_ZNL14S_label_Lung_replicate_1,0.0005177226530984981,0.0002650648893574974,0.02551,0.01,PAN_CANCER
K0805_spike_in__001_from_ZMH048S_label_Liver_replicate_1,0.0004224548014599891,0.0002139697657472,0.02784,0.01,PAN_CANCER
K1936_spike_in__005_from_ZMH051S_label_Liver_replicate_2,0.0004158732861242955,0.0002175366580507761,0.06321,0.05,PAN_CANCER
K0009_spike_in__0005_from_ZMG046S_label_Gastric_replicate_1,0.0004291639200175785,0.0002220460065114547,0.02596,0.005,PAN_CANCER
LBGS087_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,0.0004169902004500002,0.0002162386370894404,0.03985,0.005,PAN_CANCER
K4AA93_spike_in__08_from_pool_Breast_label_Breast_replicate_1,0.0005710301782809336,0.0003031461795160654,0.1177,0.8,PAN_CANCER
K0793_spike_in__0005_from_ZMH056S_label_Liver_replicate_2,0.0003949553431174544,0.0002044533660458719,0.02508,0.005,PAN_CANCER
KAAB22_spike_in__005_from_ZMH053S_label_Liver_replicate_0,0.0004293568825360622,0.0002166202075265796,0.02918,0.05,PAN_CANCER
K0064_spike_in__001_from_ZMG063S_label_Gastric_replicate_0,0.0004412290761412774,0.0002282381241343278,0.03061,0.01,PAN_CANCER
K0038_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,0.0005071902450848655,0.0002611635548633402,0.05009,0.5,PAN_CANCER
K1AB28_spike_in__0001_from_ZNC03S_label_CRC_replicate_2,0.0004710666863876643,0.0002355636954287798,0.0486,0.001,PAN_CANCER
KZAZ52_spike_in__0001_from_ZNC05S_label_CRC_replicate_1,0.000444286475919673,0.0002088893500363742,0.0352,0.001,PAN_CANCER
K0CAAA80_spike_in__005_from_ZNL14S_label_Lung_replicate_1,0.0005078487471868215,0.0002425777791371508,0.0299,0.05,PAN_CANCER
KAAB22_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,0.0004298936057282224,0.0002168236772342344,0.0243,0.005,PAN_CANCER
K2031_spike_in__0001_from_pool_Lung_label_Lung_replicate_2,0.0005178760751323101,0.0002651252090622742,0.02597,0.001,PAN_CANCER
K0064_spike_in__01_from_ZMG048S_label_Gastric_replicate_1,0.0004453871180341246,0.000230423164090248,0.04752,0.1,PAN_CANCER
K4AC16_spike_in__05_from_pool_CRC_label_CRC_replicate_2,0.0005023963545611442,0.0002502562091681134,0.06732,0.5,PAN_CANCER
K2AC24_spike_in__005_from_ZNL09S_label_Lung_replicate_2,0.000432046427018337,0.0002135965158331466,0.02559,0.05,PAN_CANCER
K0106_spike_in__0001_from_pool_Breast_label_Breast_replicate_0,0.0004055381300890284,0.0002116993352219881,0.03494,0.001,PAN_CANCER
K0064_spike_in__0005_from_ZMG051S_label_Gastric_replicate_0,0.0004408739616050338,0.0002280762395181549,0.03021,0.005,PAN_CANCER
K0AAAE20_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1,0.0005044570174677434,0.0002554870118745596,0.0395,0.01,PAN_CANCER
KZAU93_spike_in__005_from_ZNC19S_label_CRC_replicate_2,0.000497497715949148,0.0002364643914514167,0.03379,0.05,PAN_CANCER
K0AC37_spike_in__0001_from_pool_Lung_label_Lung_replicate_2,0.0004608508108966778,0.0002340847839127006,0.04566,0.001,PAN_CANCER
KZAZ52_spike_in__0005_from_pool_CRC_label_CRC_replicate_2,0.0004452920373611694,0.0002093826153613908,0.03499,0.005,PAN_CANCER
K0059_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_2,0.0004597515350430233,0.0002392887059388713,0.03002,0.005,PAN_CANCER
KABT41_spike_in__05_from_ZNC03S_label_CRC_replicate_0,0.000560678068135652,0.0002698096031705664,0.05536,0.5,PAN_CANCER
K0AI90_spike_in__01_from_ZNC01S_label_CRC_replicate_1,0.0004472433873163948,0.0002240761169332598,0.02458,0.1,PAN_CANCER
K1936_spike_in__01_from_ZNL15S_label_Lung_replicate_0,0.0004229807108673572,0.0002214159538919973,0.0639,0.1,PAN_CANCER
K0038_spike_in__005_from_ZMG051S_label_Gastric_replicate_2,0.0004850587338593974,0.0002486290213697434,0.02624,0.05,PAN_CANCER
K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,0.0005424063116370809,0.0002876443669644803,0.03513,0.005,PAN_CANCER
K2AC24_spike_in__05_from_ZNL08S_label_Lung_replicate_2,0.0004584016972752181,0.000228366697685928,0.3902,0.5,PAN_CANCER
K0AC37_spike_in__001_from_ZNL15S_label_Lung_replicate_1,0.000461268689447585,0.0002343754845901442,0.04658,0.01,PAN_CANCER
K0435_spike_in__01_from_ZNB03SR2_label_Breast_replicate_2,0.0004224179833935931,0.0002151202693208113,0.06775,0.1,PAN_CANCER
KAAK49_spike_in__0001_from_ZNL14S_label_Lung_replicate_0,0.0004597719825846316,0.0002413781364644248,0.0202,0.001,PAN_CANCER
K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1,0.0004062849488558947,0.0002120864952158037,0.03408,0.005,PAN_CANCER
KAAG58_spike_in__0005_from_ZMH048S_label_Liver_replicate_0,0.0004407998685872778,0.0002279658014627704,0.02512,0.005,PAN_CANCER
K1586_spike_in__01_from_pool_Liver_label_Liver_replicate_1,0.0004157417918109712,0.0002174784601768573,0.04169,0.1,PAN_CANCER
K0AQ69_spike_in__0001_from_pool_Lung_label_Lung_replicate_2,0.0005424063116370809,0.0002876443669644803,0.03581,0.001,PAN_CANCER
K2AC24_spike_in__001_from_ZMH051S_label_Liver_replicate_1,0.0004295647971648723,0.0002123870558473161,0.02419,0.01,PAN_CANCER
KAAK49_spike_in__005_from_ZNL14S_label_Lung_replicate_1,0.0004603616754826452,0.0002418247524131095,0.01702,0.05,PAN_CANCER
LBGS087_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0,0.0004188068487745285,0.0002171817491745975,0.03683,0.05,PAN_CANCER
K0AI90_spike_in__005_from_ZNC05S_label_CRC_replicate_2,0.0004452759497602547,0.0002231496817532876,0.02853,0.05,PAN_CANCER
KAAK49_spike_in__0005_from_ZNL09S_label_Lung_replicate_1,0.0004597817322716692,0.0002413666420878523,0.01879,0.005,PAN_CANCER
K0059_spike_in__005_from_ZMG046S_label_Gastric_replicate_1,0.0004602397213128906,0.0002396661077495079,0.02729,0.05,PAN_CANCER
K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0,0.0006760739430883472,0.0003409148616475635,0.08138,0.05,PAN_CANCER
K0103_spike_in__0001_from_ZMG063S_label_Gastric_replicate_1,0.0004880670487252231,0.0002544908734122484,0.01416,0.001,PAN_CANCER
K2474_spike_in__05_from_ZMH050S_label_Liver_replicate_0,0.0004398553287882576,0.0002270939940107863,0.1132,0.5,PAN_CANCER
KZAU93_spike_in__05_from_ZNC01S_label_CRC_replicate_1,0.0005521874478561308,0.00026466848828945,0.02823,0.5,PAN_CANCER
LBGS087_spike_in__01_from_ZNB05S_label_Breast_replicate_2,0.0004174723429543648,0.0002166688296399326,0.03965,0.1,PAN_CANCER
KABT41_spike_in__005_from_ZNC05S_label_CRC_replicate_0,0.0004861007740398928,0.0002320159857904085,0.0323,0.05,PAN_CANCER
K0AC37_spike_in__005_from_ZNL15S_label_Lung_replicate_1,0.0004638752445051355,0.000235805565423746,0.0625,0.05,PAN_CANCER
K2031_spike_in__001_from_ZNL07S_label_Lung_replicate_1,0.000517971850314281,0.0002651092662187522,0.02382,0.01,PAN_CANCER
K2AC24_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1,0.0004306130836244998,0.0002128225960751909,0.06538,0.1,PAN_CANCER
K0435_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,0.0004196020760274033,0.0002136055722056266,0.03054,0.05,PAN_CANCER
K0009_spike_in__001_from_ZMG046S_label_Gastric_replicate_1,0.0004289706899770483,0.0002219296301977695,0.02544,0.01,PAN_CANCER
K1AD22_spike_in__005_from_ZNL09S_label_Lung_replicate_2,0.0004768609911265776,0.0002341163128932655,0.02707,0.05,PAN_CANCER
K4AC10_spike_in__005_from_pool_Breast_label_Breast_replicate_1,0.0006753988019248251,0.0003407141896459183,0.0815,0.05,PAN_CANCER
K0103_spike_in__001_from_ZMG046S_label_Gastric_replicate_2,0.000488441919572636,0.0002547928484854719,0.01428,0.01,PAN_CANCER
K1AD22_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,0.0004758665803715664,0.0002336343105508999,0.03018,0.005,PAN_CANCER
K1586_spike_in__005_from_ZMH048S_label_Liver_replicate_0,0.0004173466474549397,0.0002182127934041897,0.05074,0.05,PAN_CANCER
K2AC24_spike_in__01_from_ZMH056S_label_Liver_replicate_0,0.000427154094612177,0.0002115106969190636,0.07901,0.1,PAN_CANCER
K1936_spike_in__005_from_pool_Liver_label_Liver_replicate_0,0.0004159910072915791,0.0002175313195661239,0.04887,0.05,PAN_CANCER
K2031_spike_in__0005_from_ZNL09S_label_Lung_replicate_1,0.0005177226530984981,0.0002650849928758408,0.02608,0.005,PAN_CANCER
LBGS087_spike_in__0001_from_ZNL15S_label_Lung_replicate_2,0.000416944228963181,0.0002162108543082785,0.04028,0.001,PAN_CANCER
KAAG58_spike_in__0005_from_ZMH056S_label_Liver_replicate_2,0.0004405739238533852,0.0002278561880118106,0.02381,0.005,PAN_CANCER
K4AA93_spike_in__01_from_ZNB32S_label_Breast_replicate_0,0.0004719096259049315,0.0002449540430258727,0.02346,0.1,PAN_CANCER
K0GAAA73_spike_in__005_from_ZNB32S_label_Breast_replicate_2,0.0004529237327402465,0.0002283503700619232,0.02161,0.05,PAN_CANCER
KAAK49_spike_in__0001_from_ZNL15S_label_Lung_replicate_0,0.000460129458980113,0.000241602153205146,0.01997,0.001,PAN_CANCER
KAAB22_spike_in__0005_from_ZMH051S_label_Liver_replicate_1,0.0004299258268049521,0.0002168318734872485,0.02422,0.005,PAN_CANCER
KABT41_spike_in__01_from_pool_CRC_label_CRC_replicate_1,0.0004916925695677915,0.0002349607440939312,0.03412,0.1,PAN_CANCER
K0106_spike_in__001_from_ZMG046S_label_Gastric_replicate_2,0.0004058166088572135,0.0002119162727967692,0.03495,0.01,PAN_CANCER
K0AC37_spike_in__01_from_ZNL15S_label_Lung_replicate_2,0.0004660553015669809,0.0002368934509982517,0.09984,0.1,PAN_CANCER
K0AAAE18_spike_in__01_from_ZMH050S_label_Liver_replicate_1,0.0004455804684456219,0.0002256199284937841,0.03203,0.1,PAN_CANCER
K0435_spike_in__01_from_ZNB32S_label_Breast_replicate_1,0.00041873907926353,0.0002133769739403542,0.02454,0.1,PAN_CANCER
LBGS087_spike_in__001_from_pool_Breast_label_Breast_replicate_1,0.0004173678831331505,0.000216440189032734,0.04717,0.01,PAN_CANCER
K2AA15_spike_in__005_from_ZNC04S_label_CRC_replicate_0,0.0004238066993509483,0.0002152289958072019,0.03542,0.05,PAN_CANCER
K0059_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,0.0004636226904587002,0.0002415101354031001,0.02898,0.1,PAN_CANCER
K2071_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,0.000415282392026578,0.0002162763261232651,0.0272,0.005,PAN_CANCER
K0805_spike_in__0005_from_pool_Liver_label_Liver_replicate_2,0.0004221922838403001,0.0002138591234747063,0.02461,0.005,PAN_CANCER
KZAZ52_spike_in__0001_from_pool_CRC_label_CRC_replicate_0,0.000444286475919673,0.0002088893500363742,0.03518,0.001,PAN_CANCER
KAAB22_spike_in__0005_from_ZMH048S_label_Liver_replicate_2,0.000429958052712066,0.0002168154816008343,0.02494,0.005,PAN_CANCER
