SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor
K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_0,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,10.0,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_0.tumor.bam
K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_1,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,10.0,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_1.tumor.bam
K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_2,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,10.0,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_1,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,5.0,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_1.tumor.bam
K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_0,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,0.1,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_0.tumor.bam
K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,0.5,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_0,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,5.0,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_0.tumor.bam
K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_2,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,1.0,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,0.1,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.tumor.bam
K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_1,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,1.0,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_1.tumor.bam
K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_0,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,0.5,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_0.tumor.bam
K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,0.1,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_0,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,1.0,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__001_from_ZNL07S_label_Lung_replicate_0.tumor.bam
K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_2,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,5.0,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__005_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_1,K0AQ69,/mnt/BACKUP_NAS05/ECDTM_repo/R3890/align/11-K0AQ69T_M558-M758.deduplicated.bam,Lung,cfDNA,0.5,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AQ69_spike_in__0005_from_ZNL07S_label_Lung_replicate_1.tumor.bam
K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_0,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,5.0,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_1,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,1.0,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_1,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,5.0,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_0,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,1.0,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_2,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,5.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_2,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,1.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,0.5,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_2,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,10.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,0.1,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,0.5,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,0.1,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,10.0,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,0.5,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,0.1,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_1,K0043,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0043TCT4_M573-M773.deduplicated.bam,Gastric,cfDNA,10.0,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
K0059_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2,K0059,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0059TCT3_M553-M753.deduplicated.bam,Gastric,cfDNA,0.5,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0059_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0059_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0059_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2,K0059,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0059TCT3_M553-M753.deduplicated.bam,Gastric,cfDNA,0.1,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0059_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0059_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
